"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","outcome_extremity","ue_subscale","le_subscale","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"274",274,82,"kim2012","kim","2012","ctrl",180,"no treatment?","https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf","south korea","","seoul",0,0,0,1,21,NA,55,NA,385,">1year",1.054794521,0,NA,"25.14","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"fim","","","","","","lohse",0,0,7,101,7.89,0,7,101.28,8.11,NA,NA,7,NA,NA,0.5,0.28,8.000756214,NA,7.89,0.034996692,NA,0.869565217,0.030431906,NA,0.142944626,NA,0.108086674,NA,-0.5,-228.453795379538,19.6214168703486,-0.72399488455061,-29.8059405940594,0,-4.76436792735571,-5.98954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"275",275,82,"kim2012","kim","2012","exp",181,"therapy games using nintendo wii","https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf","south korea","","seoul",4.5,4.5,4.5,1,21,NA,41.3,NA,378,">1year",1.035616438,0,NA,"25.14","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fim","","","","","","lohse",0,0,10,101.5,13.64,0,10,103.3,4.32,NA,NA,10,NA,NA,0.5,1.8,10.11711421,NA,13.64,0.177916347,NA,0.914285714,0.162666374,NA,0.101582711,NA,0.084914854,NA,0.5,-235.453795379538,19.4422220952236,-0.903189659675611,-25.3059405940594,2.12132034355964,-2.64304758379607,-19.6895445544554,-21.0555775577558,4.58257569495584,-1.53460624403643
"276",276,83,"kiper2011","kiper","2011","ctrl",182,"CPT + CPT","http://www.ncbi.nlm.nih.gov/pubmed/22127938","italy","","venice",40,40,40,1,28,NA,64,NA,171,"<1year",0.468493151,0,NA,">24","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,40,44.8,17.4,0,40,46.4,17.1,NA,NA,NA,NA,NA,0.5,1.6,17.25065216,NA,17.4,0.092750117,NA,0.980645161,0.090954953,NA,0.025107532,NA,0.024145033,NA,-0.5,-442.453795379538,13.076696830622,-7.26871492427717,10.1940594059406,6.32455532033676,1.56018739298105,3.01045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"277",277,83,"kiper2011","kiper","2011","exp",183,"CPT + reinforcing feedback in a VE","http://www.ncbi.nlm.nih.gov/pubmed/22127938","italy","","venice",40,40,40,1,28,NA,64,NA,171,"<1year",0.468493151,0,NA,">24","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,40,39.1,17,0,40,48.9,15.2,NA,NA,NA,NA,NA,0.5,9.8,16.12513566,NA,17,0.607746825,NA,0.980645161,0.595983983,NA,0.029616953,NA,0.028481585,NA,0.5,-442.453795379538,13.076696830622,-7.26871492427717,10.1940594059406,6.32455532033676,1.56018739298105,3.01045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"278",278,84,"kuys2011","kuys","2011","ctrl",184,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/20921032","australia","","brisbane",30,30,30,2,42,126,72,17,49,"<90days",0.134246575,0,NA,"28","","","",NA,"","",80,"",NA,NA,NA,"<4,5,6","",NA,"","","",NA,"",NA,0,"10mwt","le","","speed","","speed","lohse",0,1,15,0.58,0.36,0,15,0.68,0.37,0,0,12,0.66,0.41,0.5,0.1,0.365034245,0.08,0.382805434,0.273946901,0.208983449,0.945454545,0.259004342,0.197584352,0.06916823,0.068122469,0.061828395,0.060893606,-0.5,-564.453795379538,7,-13.3454117548992,0.194059405940592,5.47722557505166,0.712857647695953,11.0104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"279",279,84,"kuys2011","kuys","2011","exp",185,"CPT + HI treadmill","http://www.ncbi.nlm.nih.gov/pubmed/20921032","australia","","brisbane",36.3,36.3,36.3,2,42,126,63,14,52,"<90days",0.142465753,0,NA,"28","","","",NA,"","",76,"",NA,NA,NA,"<4,5,6","",NA,"","","",NA,"",NA,2,"10mwt","le","","speed","","speed","lohse",0,1,15,0.34,0.2,0,13,0.63,0.3,0,0,12,0.72,0.35,0.5,0.29,0.251151196,0.38,0.276224546,1.154682936,1.375692367,0.945454545,1.09170023,1.300654602,0.111109756,0.129750983,0.099319266,0.115982366,0.5,-561.453795379538,7.21110255092798,-13.1343092039712,6.49405940594059,6.02494813255683,1.26058020520112,2.01045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"284",284,85,"kwakkel/kwakkel1999/2002","kwakkel/kwakkel","1999/2002","ctrl",186,"conventional therapy","http://www.ncbi.nlm.nih.gov/pubmed/10421300","netherlands","","amsterdam",73.5,73.5,73.5,2,140,364,64.1,15,7.5,"<90days",0.02,1,NA,"26","","","",NA,"","",NA,"",NA,NA,15,"","",NA,"","","",NA,"",4.8,3,"10mwt SSV","le","","speed","","speed","lohse",0,1,37,0,0,0,37,0.37,0.41,NA,NA,37,0.53,0.44,0.5,0.37,0.41,0.53,0.44,0.902439024,1.204545455,0.979020979,0.883506737,1.17927527,0.038032381,0.046634186,0.036453356,0.044698031,-0.5,-605.953795379538,2.73861278752583,-17.6067989673734,43.6940594059406,8.57321409974112,3.80884617238542,3.11045544554455,97.9444224422442,11.8321595661992,5.71497762720696
"285",285,85,"kwakkel/kwakkel1999/2002","kwakkel/kwakkel","1999/2002","exp",187,"arm intensive therapy + CPT","http://www.ncbi.nlm.nih.gov/pubmed/10421300","netherlands","","amsterdam",114.5,114.5,114.5,2,140,364,69,9.8,7.2,"<90days",0.02,1,NA,"27","","","",NA,"","",NA,"",NA,NA,15,"","",NA,"","","",NA,"",4.4,4,"10mwt SSV","le","","speed","","speed","lohse",0,1,33,0,0,0,33,0.55,0.46,NA,NA,33,0.59,0.44,0.5,0.55,0.46,0.59,0.44,1.195652174,1.340909091,0.976377953,1.167408422,1.309234073,0.051963396,0.057546018,0.049537428,0.054859419,0.5,-606.253795379538,2.68328157299975,-17.6621301818994,84.6940594059406,10.7004672795163,5.93609935216064,8.01045544554456,97.9444224422442,11.8321595661992,5.71497762720696
"286",286,85,"kwakkel/kwakkel1999/2002","kwakkel/kwakkel","1999/2002","exp",188,"leg intensive therapy + CPT","http://www.ncbi.nlm.nih.gov/pubmed/10421300","netherlands","","amsterdam",117.17,117.17,117.17,2,140,364,64.5,9.7,7,"<90days",0.02,1,NA,"27","","","",NA,"","",NA,"",NA,NA,15,"","",NA,"","","",NA,"",4,5,"10mwt SSV","le","","speed","","speed","lohse",0,1,31,0,0,0,31,0.65,0.46,NA,NA,31,0.64,0.46,0.5,0.65,0.46,0.64,0.46,1.413043478,1.391304348,0.974789916,1.377420533,1.356229448,0.064462772,0.06347948,0.061253518,0.060319179,0.5,-606.453795379538,2.64575131106459,-17.6996604438346,87.3640594059406,10.8245092267502,6.06014129939448,3.51045544554456,97.9444224422442,11.8321595661992,5.71497762720696
"290",290,86,"kwon2012","kwon","2012","ctrl",189,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/23232161","south korea","","seoul",23.3,23.3,23.3,1,28,NA,57.92,NA,23.92,"<90days",0.065534247,1,NA,"24.38","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,13,56.38,10.83,0,13,61.85,4.54,NA,NA,NA,NA,NA,0.5,5.47,8.303628725,NA,10.83,0.658748143,NA,0.936170213,0.616700389,NA,0.093613428,NA,0.082044181,NA,-0.5,-589.533795379538,4.89080770425499,-15.4546040506442,-6.50594059405941,4.82700735445887,0.0626394271031607,-3.06954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"291",291,86,"kwon2012","kwon","2012","exp",190,"CPT + VR training","http://www.ncbi.nlm.nih.gov/pubmed/23232161","south korea","","seoul",33.3,33.3,33.3,1,28,NA,57.15,NA,24.69,"<90days",0.067643836,1,NA,"25.31","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",0,0,13,60.31,5.41,0,13,62.92,3.45,NA,NA,NA,NA,NA,0.5,2.61,4.5371026,NA,5.41,0.575256993,NA,0.936170213,0.538538462,NA,0.089650793,NA,0.07857127,NA,0.5,-588.763795379538,4.96890329952194,-15.3765084553773,3.49405940594059,5.7706152185014,1.0062472911457,-3.83954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"298",298,88,"langhammer2010","langhammer","2010","ctrl",193,"treadmill therapy + CPT","http://www.ncbi.nlm.nih.gov/pubmed/20026572","norway","","oslo",35.85,35.85,35.85,3,15.9,NA,74,13.3,419,">1year",1.147945205,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"5.4","",NA,"","","",NA,"",NA,3,"6minwt","le","","capacity","","","lohse",0,1,21,277.7,139.9,0,21,320.6,153.8,NA,NA,NA,NA,NA,0.5,42.9,147.01437,NA,139.9,0.291808209,NA,0.962025316,0.280726884,NA,0.049646477,NA,0.045947452,NA,-0.5,-194.453795379538,20.4694894904587,0.124077735559528,6.04405940594059,5.98748695196908,1.22311902461337,13.0104554455446,-26.1555775577558,3.98748040747538,-2.12970153151689
"299",299,88,"langhammer2010","langhammer","2010","exp",194,"outdoor walking","http://www.ncbi.nlm.nih.gov/pubmed/20026572","norway","","oslo",41.5,41.5,41.5,3,16.9,NA,75,10.4,349,"<1year",0.956164384,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"5.3","",NA,"","","",NA,"",NA,2,"6minwt","le","","capacity","","","lohse",0,1,18,299.4,159.3,0,18,310.1,164.4,NA,NA,NA,NA,NA,0.5,10.7,161.8700868,NA,159.3,0.066102392,NA,0.955223881,0.063142584,NA,0.055676931,NA,0.050802564,NA,0.5,-264.453795379538,18.6815416922694,-1.66387006262979,11.6940594059406,6.44204936336256,1.67768143600686,14.0104554455446,-25.1555775577558,4.11096095821889,-2.00622098077338
"304",304,90,"lau2011","lau","2011","ctrl",197,"gait training on the treadmill at steady speed","http://www.ncbi.nlm.nih.gov/pubmed/21698340","china","","hong kong",20,20,20,1,14,NA,72.1,NA,12.7,"<90days",0.034794521,0,NA,">23","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0 or 1","",NA,"",NA,2,"10mwt SSV","le","","speed","","speed","lohse",0,0,15,0.3,0.19,0,13,0.52,0.21,NA,NA,NA,NA,NA,0.5,0.22,0.199480093,NA,0.19,1.102866939,NA,0.945454545,1.04271056,NA,0.107210516,NA,0.095833797,NA,-0.5,-600.753795379538,3.56370593624109,-16.7817058186581,-9.80594059405941,4.47213595499958,-0.292231972356128,11.1104554455446,-28.0555775577558,3.74165738677394,-2.37552455221833
"305",305,90,"lau2011","lau","2011","exp",198,"progressive increases in treadmill speed within a session","http://www.ncbi.nlm.nih.gov/pubmed/21698340","china","","hong kong",20,20,20,1,14,NA,69.5,NA,12.9,"<90days",0.035342466,0,NA,">23","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0 or 1","",NA,"",NA,2,"10mwt SSV","le","","speed","","speed","lohse",0,0,15,0.28,0.19,0,13,0.64,0.32,NA,NA,NA,NA,NA,0.5,0.36,0.258263431,NA,0.19,1.393925567,NA,0.945454545,1.317893263,NA,0.131434283,NA,0.117487042,NA,0.5,-600.553795379538,3.59165699921359,-16.7537547556856,-9.80594059405941,4.47213595499958,-0.292231972356128,8.51045544554456,-28.0555775577558,3.74165738677394,-2.37552455221833
"308",308,92,"laver2012","laver","2012","ctrl",201,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/22409245","australia","","adelaide",4.2,4.2,4.2,1,14.95,NA,84.6,NA,2,"<90days",0.005479452,0,NA,"26.1","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"tug","le","","balance","","","lohse",1,1,22,35.41,19.05,0,22,28.86,11.71,NA,NA,NA,NA,NA,0.5,-6.55,15.81180888,NA,19.05,0.414247355,NA,0.963855422,0.399274559,NA,0.049354565,NA,0.045851244,NA,-0.5,-611.453795379538,1.4142135623731,-18.9311981925261,-25.6059405940594,2.04939015319192,-2.71497777416379,23.6104554455446,-27.1055775577558,3.86652298583624,-2.25065895315603
"309",309,92,"laver2012","laver","2012","exp",202,"balance training using Wii fit","http://www.ncbi.nlm.nih.gov/pubmed/22409245","australia","","adelaide",4.2,4.2,4.2,1,12.3,NA,85.2,NA,2,"<90days",0.005479452,0,NA,"26.23","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"tug","le","","balance","","","lohse",1,1,22,37.95,18.77,0,22,27.9,10.44,NA,NA,NA,NA,NA,0.5,-10.05,15.18727263,NA,18.77,0.661738302,NA,0.963855422,0.63782005,NA,0.055406763,NA,0.05147384,NA,0.5,-611.453795379538,1.4142135623731,-18.9311981925261,-25.6059405940594,2.04939015319192,-2.71497777416379,24.2104554455446,-29.7555775577558,3.50713558335004,-2.61004635564223
"310",310,93,"lee2008","lee","2008","ctrl",203,"sham cycling + sham PRT","http://www.ncbi.nlm.nih.gov/pubmed/18422947","australia","","sydney",0,0,0,1,77,NA,65.3,6,1974,">1year",5.408219178,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"6minwt","le","","capacity","","","lohse",0,1,12,273.2,162,0,12,278.1,162.1,NA,NA,NA,NA,NA,0.5,4.9,162.0500077,NA,162,0.03023758,NA,0.930232558,0.028127981,NA,0.08337143,NA,0.072144017,NA,-0.5,1360.54620462046,44.4297197830461,24.0843080281469,-29.8059405940594,0,-4.76436792735571,4.31045544554456,34.9444224422442,8.77496438739212,2.65778244839985
"311",311,93,"lee2008","lee","2008","exp",204,"cycling + sham progressive resistence training","http://www.ncbi.nlm.nih.gov/pubmed/18422947","australia","","sydney",15,15,15,1,77,NA,67.2,10.6,1572,">1year",4.306849315,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"6minwt","le","","capacity","","","lohse",0,1,12,249.3,158.3,0,12,261.5,162.7,NA,NA,NA,NA,NA,0.5,12.2,160.5150772,NA,158.3,0.076005321,NA,0.930232558,0.070702624,NA,0.083574034,NA,0.072319337,NA,0.5,958.546204620462,39.648455203198,19.3030434482988,-14.8059405940594,3.87298334620742,-0.891384581148291,6.21045544554456,34.9444224422442,8.77496438739212,2.65778244839985
"312",312,93,"lee2008","lee","2008","exp",205,"sham cycling + progressive resistance training","http://www.ncbi.nlm.nih.gov/pubmed/18422947","australia","","sydney",15,15,15,1,77,NA,62.9,9.3,1362,">1year",3.731506849,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"6minwt","le","","capacity","","","lohse",0,1,12,239.8,141,0,12,247.2,148,NA,NA,NA,NA,NA,0.5,7.4,144.5423813,NA,141,0.051196057,NA,0.930232558,0.047624239,NA,0.083442543,NA,0.072205554,NA,0.5,748.546204620462,36.9052841744919,16.5598724195927,-14.8059405940594,3.87298334620742,-0.891384581148291,1.91045544554456,34.9444224422442,8.77496438739212,2.65778244839985
"313",313,93,"lee2008","lee","2008","exp",206,"cycling + progressive resistence training","http://www.ncbi.nlm.nih.gov/pubmed/18422947","australia","","sydney",30,30,30,1,77,NA,60.5,10.6,1896,">1year",5.194520548,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"6minwt","le","","capacity","","","lohse",0,1,12,266,123.5,0,12,290.2,136.2,NA,NA,NA,NA,NA,0.5,24.2,130.005173,NA,123.5,0.186146439,NA,0.930232558,0.173159478,NA,0.084777104,NA,0.073360393,NA,0.5,1282.54620462046,43.5430821141545,23.1976703592553,0.194059405940592,5.47722557505166,0.712857647695953,-0.489544554455442,34.9444224422442,8.77496438739212,2.65778244839985
"322",322,94,"lee2012","lee","2012","ctrl",207,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/22469877","south korea","","seoul",20,20,20,1,28,NA,55.4,NA,108,"<1year",0.295890411,0,NA,"25.6","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-se","ue","fma","","fma","","lohse",0,0,13,15.1,7,0,13,19.7,6.3,NA,NA,NA,NA,NA,0.5,4.6,6.659204157,NA,7,0.690773235,NA,0.936170213,0.646681327,NA,0.095275679,NA,0.083501003,NA,-0.5,-505.453795379538,10.3923048454133,-9.95310690948593,-9.80594059405941,4.47213595499958,-0.292231972356128,-5.58954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"323",323,94,"lee2012","lee","2012","exp",208,"standard care + mirror box training","http://www.ncbi.nlm.nih.gov/pubmed/22469877","south korea","","seoul",28.4,28.4,28.4,1,28,NA,58.8,NA,105,"<1year",0.287671233,0,NA,"25.2","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"fma-se","ue","fma","","fma","","lohse",0,0,13,14.5,5.3,0,13,24,4.8,NA,NA,NA,NA,NA,0.5,9.5,5.056184332,NA,5.3,1.878887196,NA,0.936170213,1.758958226,NA,0.212700657,NA,0.186413976,NA,0.5,-508.453795379538,10.2469507659596,-10.0984609889396,-1.40594059405941,5.32916503778969,0.564797110433983,-2.18954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"324",324,95,"lin2007","lin","2007","ctrl",209,"standard care","http://www.ncbi.nlm.nih.gov/pubmed/18042603","taiwan","","taoyuan",30,30,30,1,21,NA,58.77,NA,498.3,">1year",1.365205479,0,NA,"86.5","","102","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0.32","",NA,"",NA,2,"fim","","","","","","lohse",0,0,15,102,17.8,0,15,105.67,15.85,NA,NA,NA,NA,NA,0.5,3.67,16.85322669,NA,17.8,0.217762454,NA,0.945454545,0.205884502,NA,0.06824735,NA,0.061005234,NA,-0.5,-115.153795379538,22.3226342531521,1.97722249825292,0.194059405940592,5.47722557505166,0.712857647695953,-2.21954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"325",325,95,"lin2007","lin","2007","exp",210,"mCIMT","http://www.ncbi.nlm.nih.gov/pubmed/18042603","taiwan","","taoyuan",105,75,30,1,21,NA,57.11,NA,479.1,">1year",1.31260274,0,NA,"84.7","","104","4.5",NA,"","",NA,"",NA,NA,NA,"","",NA,"","0.41","",NA,"",NA,0,"fim","","","","","","lohse",0,0,17,104,13.6,0,17,113.6,10.55,NA,NA,NA,NA,NA,0.5,9.6,12.17091821,NA,13.6,0.788765468,NA,0.952380952,0.751205208,NA,0.077122087,NA,0.069952007,NA,0.5,-134.353795379538,21.8883530673278,1.54294131242865,45.1940594059406,8.66025403784439,3.89588611048868,-3.87954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"326",326,96,"lin2010","lin","2010","ctrl",211,"standard OT","http://www.ncbi.nlm.nih.gov/pubmed/19729583","taiwan","","taoyuan",30,30,30,1,21,NA,55.5,NA,393.6,">1year",1.078356164,0,NA,">24","","","5",NA,"","",NA,"",NA,NA,NA,"<2","",NA,"","","",NA,"",NA,0,"fma","ue","fma","","fma","","lohse",0,0,17,53.53,7.58,0,17,54.99,1,NA,NA,NA,NA,NA,0.5,1.46,5.406311127,NA,7.58,0.27005475,NA,0.952380952,0.257195,NA,0.060968517,NA,0.055300242,NA,-0.5,-219.853795379538,19.8393548282196,-0.506056926679602,0.194059405940592,5.47722557505166,0.712857647695953,-5.48954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"327",327,96,"lin2010","lin","2010","exp",212,"bilateral symmetric movements","http://www.ncbi.nlm.nih.gov/pubmed/19729583","taiwan","","taoyuan",30,30,30,1,21,NA,52.08,NA,418.2,">1year",1.145753425,0,NA,">24","","","4.5",NA,"","",NA,"",NA,NA,NA,"<2","",NA,"","","",NA,"",NA,0,"fma","ue","fma","","fma","","lohse",0,0,16,48,12.35,0,16,57.63,1.03,NA,NA,NA,NA,NA,0.5,9.63,8.763087355,NA,12.35,1.098927765,NA,0.949152542,1.043050082,NA,0.10023882,NA,0.090304205,NA,0.5,-195.253795379538,20.4499388752143,0.10452712031508,0.194059405940592,5.47722557505166,0.712857647695953,-8.90954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"332",332,98,"lo2010","lo","2010","exp",217,"intensive Robot assisted therapy","http://www.nejm.org/doi/full/10.1056/NEJMoa0911341","usa","RI","providence",33,33,33,4,84,252,66,NA,1314,">1year",3.6,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","49.2",NA,"","0.8","",NA,"",NA,5,"fma-ue","ue","fma","","fma","","lohse",1,0,49,19.7,10.7,1,47,23.57,NA,1,0,47,24.5,NA,0.5,3.87,10.7,4.8,10.7,0.361682243,0.448598131,0.984293194,0.35600137,0.441552087,0.021743,0.022461636,0.021065338,0.021761576,0.5,700.546204620462,36.2491379207837,15.9037261658845,3.19405940594059,5.74456264653803,0.980194719182321,5.01045544554456,41.9444224422442,9.16515138991168,3.04796945091941
"333",333,98,"lo2010","lo","2010","exp",218,"intensive usual care","http://www.nejm.org/doi/full/10.1056/NEJMoa0911341","usa","RI","providence",32,32,32,4,84,252,64,NA,1752,">1year",4.8,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","50.5",NA,"","1","",NA,"",NA,8,"fma-ue","ue","fma","","fma","","lohse",1,0,50,17.3,8.4,1,46,21.31,NA,1,0,46,20.2,NA,0.5,4.01,8.4,2.9,8.4,0.477380952,0.345238095,0.984615385,0.47003663,0.33992674,0.022278926,0.021191893,0.021598693,0.020544851,0.5,1138.54620462046,41.8568990729127,21.5114873180135,2.19405940594059,5.65685424949238,0.892486322136673,3.01045544554456,41.9444224422442,9.16515138991168,3.04796945091941
"336",336,100,"luft2008","luft","2008","ctrl",221,"stretching","http://www.ncbi.nlm.nih.gov/pubmed/18757284","germany","","tubingen",0,0,0,1,168,NA,63.6,10,1338,">1year",3.665753425,1,3.6,">18","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,">16",NA,20,"10mwt SSV","le","","speed","","speed","lohse",1,0,34,0.53,0.28,0,34,0.57,NA,NA,NA,NA,NA,NA,0.5,0.04,0.28,NA,0.28,0.142857143,NA,0.977099237,0.139585605,NA,0.029711885,NA,0.028366617,NA,-0.5,724.546204620462,36.5786823163438,16.2332705614446,-29.8059405940594,0,-4.76436792735571,2.61045544554456,125.944422442244,12.9614813968157,6.84429945782345
"337",337,100,"luft2008","luft","2008","exp",222,"progressive BWS treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/18757284","germany","","tubingen",48.24,48.24,48.24,1,168,NA,63.2,8.7,1875,">1year",5.136986301,1,3.5,">18","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,">16",NA,22,"10mwt SSV","le","","speed","","speed","lohse",1,0,37,0.55,0.3,0,37,0.63,NA,NA,NA,NA,NA,NA,0.5,0.08,0.3,NA,0.3,0.266666667,NA,0.979020979,0.261072261,NA,0.027987988,NA,0.026825985,NA,0.5,1261.54620462046,43.3012701892219,22.9558584343227,18.4340594059406,6.94550214167414,2.18113421431843,2.21045544554456,125.944422442244,12.9614813968157,6.84429945782345
"342",342,102,"macko2005","macko","2005","ctrl",225,"stretching and low intensity aerobic exercise","http://www.ncbi.nlm.nih.gov/pubmed/16151035","usa","MD","baltimore",5.76,5.76,5.76,1,180,NA,64,8,1170,">1year",3.205479452,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",11.7,"","","",NA,"",NA,NA,"6minwt","le","","capacity","","","lohse",0,0,29,848,109,0,29,868,100,NA,NA,NA,NA,NA,0.5,20,104.5968451,NA,109,0.191210356,NA,0.972972973,0.186042509,NA,0.035113128,NA,0.033240769,NA,-0.5,556.546204620462,34.2052627529741,13.859850998075,-24.0459405940594,2.4,-2.36436792735571,3.01045544554456,137.944422442244,13.4164078649987,7.29922592600647
"343",343,102,"macko2005","macko","2005","exp",226,"treadmill based aerobic training","http://www.ncbi.nlm.nih.gov/pubmed/16151035","usa","MD","baltimore",48.24,48.24,48.24,1,180,NA,63,10,1050,">1year",2.876712329,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",11.3,"","","",NA,"",NA,NA,"6minwt","le","","capacity","","","lohse",0,0,32,761,73,0,32,922,79,NA,NA,NA,NA,NA,0.5,161,76.05918748,NA,73,2.116772547,NA,0.975609756,2.065143948,NA,0.101261344,NA,0.096382005,NA,0.5,436.546204620462,32.4037034920393,12.0582917371401,18.4340594059406,6.94550214167414,2.18113421431843,2.01045544554456,137.944422442244,13.4164078649987,7.29922592600647
"352",352,105,"mcclellan2004","mcclellan","2004","ctrl",231,"upper body exercises serving as ""sham"" mobility training","http://www.ncbi.nlm.nih.gov/pubmed/15482247","australia","","sydney",0,0,0,1,42,98,72,NA,135,"<1year",0.369863014,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"standing functional reach","ue","","","","","lohse",0,0,10,20.5,5.3,0,9,17.8,7.4,NA,NA,10,17.7,8.4,0.5,-2.7,6.374997116,-2.8,7.02317592,-0.423529603,-0.398680032,0.914285714,-0.387227066,-0.364507458,0.108968866,0.107947288,0.091089077,0.090235121,-0.5,-478.453795379538,11.6189500386223,-8.72646171627694,-29.8059405940594,0,-4.76436792735571,11.0104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
